lc-chi-0,lc-chi-1,lc-chi-2,lc-chi-3,lc-Z-0,lc-Z-1,lc-Z-2,lc-Z-3,lc-I-0,lc-I-1,lc-I-2,lc-I-3,lc-T-0,lc-T-1,lc-T-2,lc-T-3,lc-S-0,lc-S-1,lc-S-2,lc-S-3,lc-alpha-0,lc-alpha-1,lc-alpha-2,lc-alpha-3,D_lc-chi-0,D_lc-chi-1,D_lc-chi-2,D_lc-chi-3,D_lc-Z-0,D_lc-Z-1,D_lc-Z-2,D_lc-Z-3,D_lc-I-0,D_lc-I-1,D_lc-I-2,D_lc-I-3,D_lc-T-0,D_lc-T-1,D_lc-T-2,D_lc-T-3,D_lc-S-0,D_lc-S-1,D_lc-S-2,D_lc-S-3,D_lc-alpha-0,D_lc-alpha-1,D_lc-alpha-2,D_lc-alpha-3,func-chi-0,func-chi-1,func-chi-2,func-chi-3,func-Z-0,func-Z-1,func-Z-2,func-Z-3,func-I-0,func-I-1,func-I-2,func-I-3,func-T-0,func-T-1,func-T-2,func-T-3,func-S-0,func-S-1,func-S-2,func-S-3,func-alpha-0,func-alpha-1,func-alpha-2,func-alpha-3,D_func-chi-0,D_func-chi-1,D_func-chi-2,D_func-chi-3,D_func-Z-0,D_func-Z-1,D_func-Z-2,D_func-Z-3,D_func-I-0,D_func-I-1,D_func-I-2,D_func-I-3,D_func-T-0,D_func-T-1,D_func-T-2,D_func-T-3,D_func-S-0,D_func-S-1,D_func-S-2,D_func-S-3,D_func-alpha-0,D_func-alpha-1,D_func-alpha-2,D_func-alpha-3,name
9.2416,29.41706666666667,69.09920000000001,89.32533333333333,49.0,158.66666666666666,343.0,240.33333333333334,1.0,3.6666666666666665,8.666666666666666,12.666666666666666,13.666666666666666,88.33333333333333,171.66666666666666,142.66666666666666,0.5625,2.1075,4.675,4.814999999999999,54.76,287.3666666666666,616.7192806666668,640.2917833333335,0.0,1.4700000000000006,3.6166666666666676,9.123333333333333,0.0,3.0,11.666666666666666,54.333333333333336,0.0,0.0,0.0,0.0,0.0,-10.0,-14.333333333333334,8.0,0.0,-0.06000000000000005,0.26666666666666655,3.0799999999999996,0.0,-11.700000000000001,-19.20711,7.20741666666667,9.2416,46.9376,93.8144,96.672,49.0,224.0,360.5,304.5,1.0,6.0,12.5,13.5,36.0,219.0,300.0,291.0,0.5625,3.1500000000000004,5.696249999999999,5.546249999999999,54.76,422.5926140000001,750.6230700000002,751.8646050000002,0.0,2.8000000000000007,7.140000000000001,9.24,0.0,10.0,36.0,51.0,0.0,0.0,0.0,0.0,0.0,-0.5,25.0,32.5,0.0,0.2999999999999999,1.7799999999999996,2.729999999999999,0.0,-12.70711,-8.93555,-1.7033249999999993,ESARIB
11.8336,8.771999999999998,20.605599999999995,17.543999999999997,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5328999999999998,0.5621,1.095,1.1242,28.09,59.88999999999999,87.98,119.77999999999999,0.0,0.8900000000000003,0.8900000000000003,1.7800000000000007,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.040000000000000036,-0.040000000000000036,-0.08000000000000007,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,10.5376,18.9544,26.4716,41.2668,56.5,101.5,143.0,195.0,1.0,2.0,3.0,5.0,5.0,12.0,18.0,26.0,0.5477,1.1175,1.6947999999999999,2.5420999999999996,41.425000000000004,108.41,194.59500000000003,304.472614,0.0,0.2450000000000001,1.1800000000000004,3.1550000000000002,0.0,0.5,2.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-0.010000000000000009,-0.050000000000000044,0.2799999999999999,0.0,-1.9500000000000002,-8.850000000000001,-13.907110000000001,ESARIB
11.8336,8.771999999999998,20.605599999999995,17.543999999999997,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5328999999999998,0.5621,1.095,1.1242,28.09,59.88999999999999,87.98,119.77999999999999,0.0,0.8900000000000003,0.8900000000000003,1.7800000000000007,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.040000000000000036,-0.040000000000000036,-0.08000000000000007,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,10.5376,18.9544,26.4716,41.2668,56.5,101.5,143.0,195.0,1.0,2.0,3.0,5.0,5.0,12.0,18.0,26.0,0.5477,1.1175,1.6948,2.5420999999999996,41.425000000000004,108.41000000000001,194.59500000000003,304.472614,0.0,0.2450000000000001,1.1800000000000004,3.1550000000000002,0.0,0.5,2.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-0.010000000000000009,-0.050000000000000044,0.2799999999999999,0.0,-1.9500000000000002,-8.850000000000001,-13.907110000000001,ESARIB
11.8336,8.771999999999998,20.605599999999995,17.543999999999997,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5328999999999998,0.5621,1.095,1.1242,28.09,59.88999999999999,87.98,119.77999999999999,0.0,0.8900000000000003,0.8900000000000003,1.7800000000000007,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.040000000000000036,-0.040000000000000036,-0.08000000000000007,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,10.5376,18.9544,26.4716,41.2668,56.5,101.5,143.0,195.0,1.0,2.0,3.0,5.0,5.0,12.0,18.0,26.0,0.5477,1.1175,1.6947999999999999,2.5420999999999996,41.425000000000004,108.41,194.59500000000003,304.472614,0.0,0.2450000000000001,1.1800000000000004,3.1550000000000002,0.0,0.5,2.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-0.010000000000000009,-0.050000000000000044,0.2799999999999999,0.0,-1.9500000000000002,-8.850000000000001,-13.907110000000001,ESARIB
11.8336,8.771999999999998,20.605599999999995,17.543999999999997,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5328999999999998,0.5621,1.095,1.1242,28.09,59.88999999999999,87.98,119.77999999999999,0.0,0.8900000000000003,0.8900000000000003,1.7800000000000007,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.040000000000000036,-0.040000000000000036,-0.08000000000000007,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,10.5376,18.9544,26.4716,41.2668,56.5,101.5,143.0,195.0,1.0,2.0,3.0,5.0,5.0,12.0,18.0,26.0,0.5477,1.1175,1.6948,2.5420999999999996,41.425000000000004,108.41000000000001,194.59500000000003,304.472614,0.0,0.2450000000000001,1.1800000000000004,3.1550000000000002,0.0,0.5,2.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-0.010000000000000009,-0.050000000000000044,0.2799999999999999,0.0,-1.9500000000000002,-8.850000000000001,-13.907110000000001,ESARIB
9.2416,29.417066666666667,69.0992,89.32533333333333,49.0,158.66666666666666,343.0,240.33333333333334,1.0,3.6666666666666665,8.666666666666666,12.666666666666666,13.666666666666666,88.33333333333333,171.66666666666666,142.66666666666666,0.5625,2.1075,4.675,4.814999999999999,54.76,287.36666666666673,616.7192806666667,640.2917833333335,0.0,1.4700000000000006,3.616666666666667,9.123333333333333,0.0,3.0,11.666666666666666,54.333333333333336,0.0,0.0,0.0,0.0,0.0,-10.0,-14.333333333333334,8.0,0.0,-0.06000000000000005,0.26666666666666655,3.0799999999999996,0.0,-11.700000000000001,-19.207110000000004,7.20741666666667,9.2416,46.9376,93.8144,96.672,49.0,224.0,360.5,304.5,1.0,6.0,12.5,13.5,36.0,219.0,300.0,291.0,0.5625,3.15,5.696249999999999,5.546249999999999,54.76,422.5926140000001,750.6230700000002,751.8646050000002,0.0,2.8000000000000007,7.140000000000001,9.24,0.0,10.0,36.0,51.0,0.0,0.0,0.0,0.0,0.0,-0.5,25.0,32.5,0.0,0.2999999999999999,1.7799999999999996,2.729999999999999,0.0,-12.707110000000002,-8.93555,-1.7033249999999986,ESARIB
11.8336,8.771999999999998,20.605599999999995,17.543999999999997,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5328999999999998,0.5621,1.095,1.1242,28.09,59.88999999999999,87.98,119.77999999999999,0.0,0.8900000000000003,0.8900000000000003,1.7800000000000007,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.040000000000000036,-0.040000000000000036,-0.08000000000000007,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,10.5376,18.9544,26.4716,41.2668,56.5,101.5,143.0,195.0,1.0,2.0,3.0,5.0,5.0,12.0,18.0,26.0,0.5477,1.1175,1.6947999999999999,2.5420999999999996,41.425000000000004,108.41,194.59500000000003,304.472614,0.0,0.2450000000000001,1.1800000000000004,3.1550000000000002,0.0,0.5,2.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-0.010000000000000009,-0.050000000000000044,0.2799999999999999,0.0,-1.9500000000000002,-8.850000000000001,-13.907110000000001,ESARIB
11.8336,8.771999999999998,20.605599999999995,17.543999999999997,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5328999999999998,0.5621,1.095,1.1242,28.09,59.88999999999999,87.98,119.77999999999999,0.0,0.8900000000000003,0.8900000000000003,1.7800000000000007,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.040000000000000036,-0.040000000000000036,-0.08000000000000007,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,10.5376,18.9544,26.4716,41.2668,56.5,101.5,143.0,195.0,1.0,2.0,3.0,5.0,5.0,12.0,18.0,26.0,0.5477,1.1175,1.6948,2.5420999999999996,41.425000000000004,108.41000000000001,194.59500000000003,304.472614,0.0,0.2450000000000001,1.1800000000000004,3.1550000000000002,0.0,0.5,2.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-0.010000000000000009,-0.050000000000000044,0.2799999999999999,0.0,-1.9500000000000002,-8.850000000000001,-13.907110000000001,ESARIB
11.8336,8.771999999999998,20.605599999999995,17.543999999999997,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5328999999999998,0.5621,1.095,1.1242,28.09,59.88999999999999,87.98,119.77999999999999,0.0,0.8900000000000003,0.8900000000000003,1.7800000000000007,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.040000000000000036,-0.040000000000000036,-0.08000000000000007,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,10.5376,18.9544,26.4716,41.2668,56.5,101.5,143.0,195.0,1.0,2.0,3.0,5.0,5.0,12.0,18.0,26.0,0.5477,1.1175,1.6947999999999999,2.5420999999999996,41.425000000000004,108.41,194.59500000000003,304.472614,0.0,0.2450000000000001,1.1800000000000004,3.1550000000000002,0.0,0.5,2.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-0.010000000000000009,-0.050000000000000044,0.2799999999999999,0.0,-1.9500000000000002,-8.850000000000001,-13.907110000000001,ESARIB
11.8336,8.771999999999998,20.605599999999995,17.543999999999997,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5328999999999998,0.5621,1.095,1.1242,28.09,59.88999999999999,87.98,119.77999999999999,0.0,0.8900000000000003,0.8900000000000003,1.7800000000000007,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.040000000000000036,-0.040000000000000036,-0.08000000000000007,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,10.5376,18.9544,26.4716,41.2668,56.5,101.5,143.0,195.0,1.0,2.0,3.0,5.0,5.0,12.0,18.0,26.0,0.5477,1.1175,1.6948,2.5420999999999996,41.425000000000004,108.41000000000001,194.59500000000003,304.472614,0.0,0.2450000000000001,1.1800000000000004,3.1550000000000002,0.0,0.5,2.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-0.010000000000000009,-0.050000000000000044,0.2799999999999999,0.0,-1.9500000000000002,-8.850000000000001,-13.907110000000001,ESARIB
