lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-I-0-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,D_lc-chi-0-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,D_lc-Z-0-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-I-0-all,D_lc-I-1-all,D_lc-I-2-all,D_lc-I-3-all,D_lc-T-0-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-S-0-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-alpha-0-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,D_func-chi-0-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_func-Z-0-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-I-0-all,D_func-I-1-all,D_func-I-2-all,D_func-I-3-all,D_func-T-0-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-S-0-all,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-alpha-0-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all,name
11.833599999999999,8.771999999999998,20.605599999999995,17.543999999999997,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5328999999999999,0.5621,1.095,1.1242,28.09,59.89000000000001,87.98,119.78000000000002,0.0,0.8900000000000001,0.8900000000000001,1.7800000000000002,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.040000000000000036,-0.040000000000000036,-0.08000000000000007,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,11.833599999999999,8.771999999999998,20.605599999999995,17.543999999999997,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5328999999999999,0.5621,1.095,1.1242,28.09,59.89000000000001,87.98,119.78000000000002,0.0,0.8900000000000001,0.8900000000000001,1.7800000000000002,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.040000000000000036,-0.040000000000000036,-0.08000000000000007,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,LAFFEG02_clean_primitive
9.2416,16.9936,27.724800000000002,13.376000000000001,49.0,91.0,147.0,14.0,1.0,2.0,3.0,2.0,4.0,10.0,14.0,4.0,0.5625,1.1400000000000001,1.6875,0.5549999999999999,54.760000000000005,138.38,164.28000000000003,66.705228,0.0,0.4900000000000002,0.0,1.6799999999999997,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,0.0,-0.020000000000000018,0.0,0.76,0.0,-3.9000000000000004,0.0,5.785780000000001,9.2416,19.3648,17.490133333333333,12.322133333333333,49.0,84.0,93.33333333333333,65.33333333333333,1.0,2.3333333333333335,2.0,1.3333333333333333,5.666666666666667,10.333333333333334,10.666666666666666,8.0,0.5625,1.1275,1.135,0.75,54.76000000000001,123.12174266666666,128.76,73.01333333333334,0.0,0.7233333333333333,0.3266666666666668,0.0,0.0,4.333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.24666666666666667,-0.013333333333333345,0.0,0.0,0.6285933333333334,-2.6,0.0,LAFFEG02_clean_primitive
11.833599999999999,8.771999999999998,20.605599999999995,17.543999999999997,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5328999999999999,0.5621,1.095,1.1242,28.09,59.89000000000001,87.98,119.78000000000002,0.0,0.8900000000000001,0.8900000000000001,1.7800000000000002,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.040000000000000036,-0.040000000000000036,-0.08000000000000007,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,11.833599999999999,8.771999999999998,20.605599999999995,17.543999999999997,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5328999999999999,0.5621,1.095,1.1242,28.09,59.89000000000001,87.98,119.78000000000002,0.0,0.8900000000000001,0.8900000000000001,1.7800000000000002,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.040000000000000036,-0.040000000000000036,-0.08000000000000007,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,LAFFEG02_clean_primitive
11.833599999999999,8.771999999999998,20.605599999999995,17.543999999999997,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5328999999999999,0.5621,1.095,1.1242,28.09,59.89000000000001,87.98,119.78000000000002,0.0,0.8900000000000001,0.8900000000000001,1.7800000000000002,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.040000000000000036,-0.040000000000000036,-0.08000000000000007,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,11.833599999999999,8.771999999999998,20.605599999999995,17.543999999999997,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5328999999999999,0.5621,1.095,1.1242,28.09,59.89000000000001,87.98,119.78000000000002,0.0,0.8900000000000001,0.8900000000000001,1.7800000000000002,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.040000000000000036,-0.040000000000000036,-0.08000000000000007,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,LAFFEG02_clean_primitive
9.2416,16.9936,27.724800000000002,13.376000000000001,49.0,91.0,147.0,14.0,1.0,2.0,3.0,2.0,4.0,10.0,14.0,4.0,0.5625,1.1400000000000001,1.6875,0.5549999999999999,54.760000000000005,138.38,164.28000000000003,66.705228,0.0,0.4900000000000002,0.0,1.6799999999999997,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,0.0,-0.020000000000000018,0.0,0.76,0.0,-3.9000000000000004,0.0,5.785780000000001,9.2416,19.3648,17.490133333333333,12.322133333333333,49.0,84.0,93.33333333333333,65.33333333333333,1.0,2.3333333333333335,2.0,1.3333333333333333,5.666666666666667,10.333333333333334,10.666666666666666,8.0,0.5625,1.1275,1.135,0.75,54.76000000000001,123.12174266666666,128.76,73.01333333333334,0.0,0.7233333333333333,0.3266666666666668,0.0,0.0,4.333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.24666666666666667,-0.013333333333333345,0.0,0.0,0.6285933333333334,-2.6,0.0,LAFFEG02_clean_primitive
9.2416,16.9936,27.724800000000002,13.376000000000001,49.0,91.0,147.0,14.0,1.0,2.0,3.0,2.0,4.0,10.0,14.0,4.0,0.5625,1.1400000000000001,1.6875,0.5549999999999999,54.760000000000005,138.38,164.28000000000003,66.705228,0.0,0.4900000000000002,0.0,1.6799999999999997,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,0.0,-0.020000000000000018,0.0,0.76,0.0,-3.9000000000000004,0.0,5.785780000000001,9.2416,19.3648,17.490133333333333,12.322133333333333,49.0,84.0,93.33333333333333,65.33333333333333,1.0,2.3333333333333335,2.0,1.3333333333333333,5.666666666666667,10.333333333333334,10.666666666666666,8.0,0.5625,1.1275,1.135,0.75,54.76000000000001,123.12174266666666,128.76,73.01333333333334,0.0,0.7233333333333333,0.3266666666666668,0.0,0.0,4.333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.24666666666666667,-0.013333333333333345,0.0,0.0,0.6285933333333334,-2.6,0.0,LAFFEG02_clean_primitive
11.833599999999999,8.771999999999998,20.605599999999995,17.543999999999997,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5328999999999999,0.5621,1.095,1.1242,28.09,59.89000000000001,87.98,119.78000000000002,0.0,0.8900000000000001,0.8900000000000001,1.7800000000000002,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.040000000000000036,-0.040000000000000036,-0.08000000000000007,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,11.833599999999999,8.771999999999998,20.605599999999995,17.543999999999997,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5328999999999999,0.5621,1.095,1.1242,28.09,59.89000000000001,87.98,119.78000000000002,0.0,0.8900000000000001,0.8900000000000001,1.7800000000000002,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.040000000000000036,-0.040000000000000036,-0.08000000000000007,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,LAFFEG02_clean_primitive
11.833599999999999,8.771999999999998,20.605599999999995,17.543999999999997,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5328999999999999,0.5621,1.095,1.1242,28.09,59.89000000000001,87.98,119.78000000000002,0.0,0.8900000000000001,0.8900000000000001,1.7800000000000002,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.040000000000000036,-0.040000000000000036,-0.08000000000000007,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,11.833599999999999,8.771999999999998,20.605599999999995,17.543999999999997,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5328999999999999,0.5621,1.095,1.1242,28.09,59.89000000000001,87.98,119.78000000000002,0.0,0.8900000000000001,0.8900000000000001,1.7800000000000002,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.040000000000000036,-0.040000000000000036,-0.08000000000000007,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,LAFFEG02_clean_primitive
9.2416,16.9936,27.724800000000002,13.376000000000001,49.0,91.0,147.0,14.0,1.0,2.0,3.0,2.0,4.0,10.0,14.0,4.0,0.5625,1.1400000000000001,1.6875,0.5549999999999999,54.760000000000005,138.38,164.28000000000003,66.705228,0.0,0.4900000000000002,0.0,1.6799999999999997,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,0.0,-0.020000000000000018,0.0,0.76,0.0,-3.9000000000000004,0.0,5.785780000000001,9.2416,19.3648,17.490133333333333,12.322133333333333,49.0,84.0,93.33333333333333,65.33333333333333,1.0,2.3333333333333335,2.0,1.3333333333333333,5.666666666666667,10.333333333333334,10.666666666666666,8.0,0.5625,1.1275,1.135,0.75,54.76000000000001,123.12174266666666,128.76,73.01333333333334,0.0,0.7233333333333333,0.3266666666666668,0.0,0.0,4.333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.24666666666666667,-0.013333333333333345,0.0,0.0,0.6285933333333334,-2.6,0.0,LAFFEG02_clean_primitive
9.2416,16.9936,27.724800000000002,13.376000000000001,49.0,91.0,147.0,14.0,1.0,2.0,3.0,2.0,4.0,10.0,14.0,4.0,0.5625,1.1400000000000001,1.6875,0.5549999999999999,54.760000000000005,138.38,164.28000000000003,66.705228,0.0,0.4900000000000002,0.0,1.6799999999999997,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,0.0,-0.020000000000000018,0.0,0.76,0.0,-3.9000000000000004,0.0,5.785780000000001,9.2416,19.3648,17.490133333333333,12.322133333333333,49.0,84.0,93.33333333333333,65.33333333333333,1.0,2.3333333333333335,2.0,1.3333333333333333,5.666666666666667,10.333333333333334,10.666666666666666,8.0,0.5625,1.1275,1.135,0.75,54.76000000000001,123.12174266666666,128.76,73.01333333333334,0.0,0.7233333333333333,0.3266666666666668,0.0,0.0,4.333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.24666666666666667,-0.013333333333333345,0.0,0.0,0.6285933333333334,-2.6,0.0,LAFFEG02_clean_primitive
11.833599999999999,8.771999999999998,20.605599999999995,17.543999999999997,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5328999999999999,0.5621,1.095,1.1242,28.09,59.89000000000001,87.98,119.78000000000002,0.0,0.8900000000000001,0.8900000000000001,1.7800000000000002,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.040000000000000036,-0.040000000000000036,-0.08000000000000007,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,11.833599999999999,8.771999999999998,20.605599999999995,17.543999999999997,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5328999999999999,0.5621,1.095,1.1242,28.09,59.89000000000001,87.98,119.78000000000002,0.0,0.8900000000000001,0.8900000000000001,1.7800000000000002,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.040000000000000036,-0.040000000000000036,-0.08000000000000007,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,LAFFEG02_clean_primitive
